Title,Original Title,Original Language,TMDB ID,IMDB ID,Runtime,Genre(s),Release Date,Revenue,Budget,Status,Tagline,Overview,Production Companies,Production Countries,Spoken Language(s),Collection Title,Collection Name,Collection Release Date,Is Video,Is Adult
Vertigo,Vertigo,en,426,tt0052357,129,"[""Mystery"",""Romance"",""Thriller""]",1958-05-28,7797728,2479000,Released,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.","[{""name"":""Paramount"",""originCountry"":""US""},{""name"":""Alfred J. Hitchcock Productions"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",,,,false,false
War for the Planet of the Apes,War for the Planet of the Apes,en,281338,tt3450958,140,"[""Drama"",""Science Fiction"",""War""]",2017-07-11,490719763,150000000,Released,For freedom. For family. For the planet.,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.","[{""name"":""20th Century Fox"",""originCountry"":""US""},{""name"":""TSG Entertainment"",""originCountry"":""US""},{""name"":""Chernin Entertainment"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Planet of the Apes (Reboot) Collection,Planet of the Apes (Reboot) Collection,,false,false
WarGames,WarGames,en,860,tt0086567,114,"[""Thriller"",""Science Fiction"",""Drama""]",1983-06-03,124600000,12000000,Released,"Is it a game, or is it real?","High School student David Lightman has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions. Together with his girlfriend and a wizardly computer genius, David must race against time to outwit his opponent and prevent a nuclear Armageddon.","[{""name"":""Sherwood Productions"",""originCountry"":""""},{""name"":""Leonard Goldberg Productions"",""originCountry"":""""},{""name"":""United Artists"",""originCountry"":""US""},{""name"":""MGM"",""originCountry"":""RU""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",WarGames Collection,WarGames Collection,,false,false
Warcraft,Warcraft,en,68735,tt0803096,123,"[""Action"",""Adventure"",""Fantasy""]",2016-05-25,433677183,160000000,Released,Two worlds. One home.,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.","[{""name"":""Legendary Pictures"",""originCountry"":""US""},{""name"":""Universal Pictures"",""originCountry"":""US""},{""name"":""Atlas Entertainment"",""originCountry"":""US""},{""name"":""Blizzard Entertainment"",""originCountry"":""US""},{""name"":""Tencent Pictures"",""originCountry"":""CN""},{""name"":""Fuji Television Network"",""originCountry"":""JP""},{""name"":""dentsu"",""originCountry"":""JP""},{""name"":""Huayi Brothers Pictures"",""originCountry"":""CN""},{""name"":""Taihe Entertainment"",""originCountry"":""CN""}]","[{""name"":""China"",""iso31661"":""CN""},{""name"":""Japan"",""iso31661"":""JP""},{""name"":""Canada"",""iso31661"":""CA""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",,,,false,false
Watchmen,Watchmen,en,13183,tt0409459,163,"[""Action"",""Mystery"",""Science Fiction""]",2009-03-04,185258983,130000000,Released,Justice is coming to all of us.  No matter what we do.,"In a gritty and alternate 1985, the glory days of costumed vigilantes have been brought to a close by a government crackdown. But after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so they uncover a sinister plot that puts all of humanity in grave danger.","[{""name"":""Warner Bros. Pictures"",""originCountry"":""US""},{""name"":""Paramount"",""originCountry"":""US""},{""name"":""Legendary Pictures"",""originCountry"":""US""},{""name"":""DC Comics"",""originCountry"":""US""},{""name"":""Lawrence Gordon Productions"",""originCountry"":""US""},{""name"":""Lloyd Levin Productions"",""originCountry"":""""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",,,,false,false
Waterworld,Waterworld,en,9804,tt0114898,135,"[""Adventure"",""Action"",""Science Fiction""]",1995-07-28,264218220,175000000,Released,Beyond the horizon lies the secret to a new beginning.,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back.","[{""name"":""Gordon Company"",""originCountry"":""US""},{""name"":""Davis Entertainment"",""originCountry"":""US""},{""name"":""Universal Pictures"",""originCountry"":""US""},{""name"":""Licht/Mueller Film Corporation"",""originCountry"":""""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",,,,false,false
Weird Science,Weird Science,en,11814,tt0090305,93,"[""Comedy"",""Romance"",""Science Fiction""]",1985-08-01,38934048,7500000,Released,It's all in the name of science...Weird Science.,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.","[{""name"":""Universal Pictures"",""originCountry"":""US""},{""name"":""Silver Pictures"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",,,,false,false
Weird: The Al Yankovic Story,Weird: The Al Yankovic Story,en,928344,tt17076046,108,"[""Music"",""Comedy"",""Crime""]",2022-09-08,0,12000000,Released,The world belongs to the weird.,"Exploring every facet of ‘Weird Al’ Yankovic’s life, from his meteoric rise to fame with early hits like ‘Eat It’ and ‘Like a Surgeon’ to his torrid celebrity love affairs and famously depraved lifestyle, this biopic takes audiences on a truly unbelievable journey through Yankovic’s life and career, from gifted child prodigy to the greatest musical legend of all time.","[{""name"":""Tango Entertainment"",""originCountry"":""US""},{""name"":""Funny or Die"",""originCountry"":""US""},{""name"":""Ear Booker Productions"",""originCountry"":""US""},{""name"":""Famous Andy's"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""},{""name"":""Español"",""iso31661"":""es""}]",,,,false,false
What Have They Done to Your Daughters?,La polizia chiede aiuto,it,69578,tt0072007,96,"[""Crime"",""Thriller"",""Mystery""]",1974-08-10,2468000,0,Released,Just another suicide until the police discovered... A bloody bathroom. A maniac with a cleaver. A schoolgirl sex ring.,"An unidentified fifteen year-old girl is found hanged after an anonymous tip-off.  The girl, Silvia Polvesi, is soon discovered to have been murdered.  A peeping tom is caught with photos of her having sex with a teenage drop-out but he is later released due to lack of evidence.  The investigation, conducted by Inspector Silvestri and the assistant public prosecutor Vittoria Stori, focuses on the girl's parents.  It transpires that a private detective, Ruggero Pollente, was hired by Silvia's mother because the latter was concerned about her activities.  As a conspiracy begins to emerge, Pollente's body is found dismembered and his girlfriend is subsequently attacked by a machete-wielding killer clad in motorcycle gear...","[{""name"":""Primex Italiana"",""originCountry"":""IT""}]","[{""name"":""Italy"",""iso31661"":""IT""}]","[{""name"":""Italiano"",""iso31661"":""it""}]",,,,false,false
What We Do in the Shadows,What We Do in the Shadows,en,246741,tt3416742,86,"[""Comedy"",""Horror""]",2014-06-19,6300000,1600000,Released,Some interviews with some vampires,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,"[{""name"":""Unison Films"",""originCountry"":""US""},{""name"":""Defender Films"",""originCountry"":""NZ""},{""name"":""Funny or Die"",""originCountry"":""US""},{""name"":""New Zealand Film Commission"",""originCountry"":""NZ""},{""name"":""Resnick Interactive Development"",""originCountry"":""US""}]","[{""name"":""New Zealand"",""iso31661"":""NZ""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""Deutsch"",""iso31661"":""de""},{""name"":""English"",""iso31661"":""en""}]",,,,false,false
Wheels on Meals,快餐車,cn,11205,tt0087578,109,"[""Romance"",""Action"",""Comedy"",""Crime""]",1984-08-17,0,0,Released,Not since Don Quixote has Spain had so much fun!,"Cousins Thomas and David, owners of a mobile restaurant, team up with their friend Moby, a bumbling private detective, to save the beautiful Sylvia, a pickpocket.","[{""name"":""Paragon Films Ltd."",""originCountry"":""HK""}]","[{""name"":""Hong Kong"",""iso31661"":""HK""}]","[{""name"":""广州话 / 廣州話"",""iso31661"":""cn""},{""name"":""English"",""iso31661"":""en""}]",,,,false,false
Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,en,252,tt0067992,99,"[""Family"",""Fantasy"",""Comedy""]",1971-06-29,4000000,3000000,Released,It's Scrumdidilyumptious!,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.","[{""name"":""Wolper Pictures"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""Français"",""iso31661"":""fr""},{""name"":""English"",""iso31661"":""en""},{""name"":""Italiano"",""iso31661"":""it""},{""name"":""Deutsch"",""iso31661"":""de""}]",,,,false,false
Winners & Sinners,奇謀妙計五福星,cn,25539,tt0086605,108,"[""Action"",""Adventure"",""Comedy"",""Crime""]",1983-07-07,0,0,Released,,"Five friends are released from prison and do their best to stay out trouble. While trying to mind their own business (and run their 5-Star Cleaning Service), they are caught up in a war between rival Triad gangs fighting for control of the counterfeit currency market.","[{""name"":""Orange Sky Golden Harvest"",""originCountry"":""HK""},{""name"":""Paragon Films Ltd."",""originCountry"":""HK""}]","[{""name"":""Hong Kong"",""iso31661"":""HK""}]","[{""name"":""广州话 / 廣州話"",""iso31661"":""cn""}]",Lucky Stars Collection,Lucky Stars Collection,,false,false
Wonder Woman,Wonder Woman,en,297762,tt0451279,141,"[""Action"",""Adventure"",""Fantasy""]",2017-05-30,823970682,149000000,Released,Power. Grace. Wisdom. Wonder.,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,"[{""name"":""Atlas Entertainment"",""originCountry"":""US""},{""name"":""Cruel & Unusual Films"",""originCountry"":""US""},{""name"":""DC Films"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""Deutsch"",""iso31661"":""de""},{""name"":""English"",""iso31661"":""en""}]",Wonder Woman Collection,Wonder Woman Collection,,false,false
You Only Live Twice,You Only Live Twice,en,667,tt0062512,117,"[""Action"",""Thriller"",""Adventure""]",1967-06-13,111584787,9500000,Released,"...and ""twice"" is the only way to live!",A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.,"[{""name"":""EON Productions"",""originCountry"":""GB""}]","[{""name"":""United Kingdom"",""iso31661"":""GB""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""},{""name"":""日本語"",""iso31661"":""ja""},{""name"":""Pусский"",""iso31661"":""ru""}]",James Bond Collection,James Bond Collection,,false,false
